column1,name,serving_size,calories,total_fat,cholesterol,sodium,protein,histidine,isoleucine,leucine,lysine,methionine,phenylalanine,threonine,valine,saturated_fatty_acids,fatty_acids_total_trans
896,MORI-NU firm silken Tofu,100 g,62,2.7g,0,36.00 mg,6.90 g,0.169 g,0.349 g,0.586 g,0.459 g,0.106 g,0.394 g,0.286 g,0.385 g,0.406 g,0.00 mg
897,MORI-NU soft silken Tofu,100 g,55,2.7g,0,5.00 mg,4.80 g,0.117 g,0.233 g,0.279 g,0.341 g,0.074 g,0.303 g,0.215 g,0.295 g,0.357 g,0.00 mg
898,Bread rye reduced-calorie,100 g,203,2.9g,0,513.00 mg,9.10 g,0.208 g,0.357 g,0.638 g,0.321 g,0.155 g,0.457 g,0.284 g,0.415 g,0.368 g,0.00 mg
899,Snacks air-popped popcorn,100 g,387,4.5g,0,8.00 mg,12.94 g,0.367 g,0.431 g,1.473 g,0.338 g,0.252 g,0.590 g,0.452 g,0.607 g,0.637 g,0.00 mg
900,Muffins dry mix blueberry,100 g,293,3.3g,0,479.00 mg,3.48 g,0.099 g,0.184 g,0.330 g,0.168 g,0.082 g,0.229 g,0.135 g,0.213 g,1.161 g,0.00 mg
901,Frankfurter unheated beef,100 g,316,28g,55mg,992.00 mg,11.16 g,0.362 g,0.580 g,0.994 g,1.055 g,0.319 g,0.487 g,0.519 g,0.608 g,10.979 g,55.00 mg
902,Turkey raw giblets whole,100 g,124,5.1g,333mg,136.00 mg,18.18 g,0.399 g,0.520 g,1.313 g,1.381 g,0.462 g,0.674 g,0.662 g,0.644 g,1.452 g,333.00 mg
903,Corn pudding home prepared,100 g,131,5g,72mg,282.00 mg,4.42 g,0.110 g,0.195 g,0.438 g,0.330 g,0.114 g,0.216 g,0.169 g,0.255 g,2.451 g,72.00 mg
904,Popovers enriched dry mix,100 g,371,4.3g,0,906.00 mg,10.40 g,0.229 g,0.407 g,0.747 g,0.249 g,0.191 g,0.517 g,0.293 g,0.458 g,0.983 g,0.00 mg
905,Soybeans raw mature seeds,100 g,446,20g,0,2.00 mg,36.49 g,1.097 g,1.971 g,3.309 g,2.706 g,0.547 g,2.122 g,1.766 g,2.029 g,2.884 g,0.00 mg
906,Beef sausage cooked fresh,100 g,332,28g,82mg,813.00 mg,18.21 g,0.653 g,0.864 g,1.492 g,1.607 g,0.408 g,0.752 g,0.805 g,0.989 g,10.905 g,82.00 mg
907,Luncheon meat canned pork,100 g,334,30g,62mg,1289.00 mg,12.50 g,0.357 g,0.571 g,0.952 g,0.931 g,0.333 g,0.491 g,0.487 g,0.653 g,10.790 g,62.00 mg
908,MURRAY Vanilla Sugar Wafer,100 g,527,26g,0,92.00 mg,3.90 g,0,0,0,0,0,0,0,0,8.600 g,0.00 mg
909,Radishes raw white icicle,100 g,14,0.1g,0,16.00 mg,1.10 g,0.021 g,0.048 g,0.058 g,0.055 g,0.010 g,0.036 g,0.045 g,0.051 g,0.030 g,0.00 mg
910,Vinespinach raw (basella),100 g,19,0.3g,0,24.00 mg,1.80 g,0.039 g,0.053 g,0.101 g,0.086 g,0.019 g,0.085 g,0.055 g,0.065 g,0,0.00 mg
911,Syrups high-fructose corn,100 g,281,0g,0,2.00 mg,0.00 g,0,0,0,0,0,0,0,0,0.000 g,0.00 mg
912,Stew steamed corn (Navajo),100 g,112,3.8g,0,104.00 mg,8.82 g,0,0,0,0,0,0,0,0,1.603 g,0
913,OSCAR MAYER Bologna (beef),100 g,316,29g,64mg,1179.00 mg,11.05 g,0,0,0,0,0,0,0,0,12.850 g,64.00 mg
914,Ostrich raw outside strip,100 g,120,2.2g,79mg,70.00 mg,23.36 g,0.587 g,1.110 g,1.898 g,2.063 g,0.653 g,0.964 g,1.025 g,1.154 g,0.771 g,79.00 mg
915,Milk fluid indian buffalo,100 g,97,6.9g,19mg,52.00 mg,3.75 g,0.078 g,0.203 g,0.366 g,0.280 g,0.097 g,0.162 g,0.182 g,0.219 g,4.597 g,19.00 mg
916,Nuts dried black walnuts,100 g,619,59g,0,2.00 mg,24.06 g,0.672 g,0.966 g,1.684 g,0.713 g,0.467 g,1.094 g,0.721 g,1.271 g,3.483 g,0.00 mg
917,ON THE BORDER Mexican rice,100 g,195,4.9g,0,677.00 mg,3.56 g,0,0,0,0,0,0,0,0,0.886 g,0.00 mg
918,Mushrooms raw Chanterelle,100 g,38,0.5g,0,9.00 mg,1.49 g,0,0,0,0,0,0,0,0,0,0
919,McDONALD'S Baked Apple Pie,100 g,323,16g,0,199.00 mg,3.07 g,0,0,0,0,0,0,0,0,3.995 g,0
920,McDONALD'S Sausage Biscuit,100 g,376,25g,29mg,875.00 mg,9.62 g,0,0,0,0,0,0,0,0,10.659 g,29.00 mg
921,CHICK-FIL-A Chick-n-Strips,100 g,228,11g,56mg,577.00 mg,21.40 g,0,0,0,0,0,0,0,0,2.057 g,56.00 mg
922,Edamame unprepared frozen,100 g,109,4.7g,0,6.00 mg,11.22 g,0.252 g,0.283 g,0.702 g,0.702 g,0.133 g,0.460 g,0.312 g,0.305 g,0,0
923,Mollusks raw blue mussel,100 g,86,2.2g,28mg,286.00 mg,11.90 g,0.228 g,0.518 g,0.838 g,0.889 g,0.268 g,0.426 g,0.512 g,0.520 g,0.425 g,28.00 mg
924,Quail total edible cooked,100 g,227,14g,86mg,52.00 mg,25.10 g,0,0,0,0,0,0,0,0,3.955 g,86.00 mg
925,Cereals dry CREAM OF RICE,100 g,370,0.5g,0,6.00 mg,6.30 g,0.189 g,0.332 g,0.520 g,0.265 g,0.187 g,0.267 g,0.314 g,0.407 g,0.136 g,0.00 mg
926,LEAN POCKETS Ham N Cheddar,100 g,230,6.5g,20mg,423.00 mg,10.28 g,0.312 g,0.445 g,0.827 g,0.619 g,0.218 g,0.465 g,0.386 g,0.520 g,2.389 g,20.00 mg
927,Snacks tropical trail mix,100 g,442,17g,0,95.00 mg,6.30 g,0.211 g,0.222 g,0.360 g,0.224 g,0.146 g,0.259 g,0.223 g,0.296 g,8.480 g,0.00 mg
928,Nuts full fat acorn flour,100 g,501,30g,0,0.00 mg,7.49 g,0.208 g,0.348 g,0.596 g,0.468 g,0.126 g,0.328 g,0.288 g,0.421 g,3.923 g,0.00 mg
929,Sauce ready-to-serve fish,100 g,35,0g,0,7851.00 mg,5.06 g,0,0,0,0,0,0,0,0,0.003 g,0.00 mg
930,Fish raw european turbot,100 g,95,3g,48mg,150.00 mg,16.05 g,0.473 g,0.740 g,1.305 g,1.474 g,0.475 g,0.627 g,0.704 g,0.827 g,0.750 g,48.00 mg
931,Fast foods caramel sundae,100 g,196,6g,16mg,126.00 mg,4.71 g,0.123 g,0.272 g,0.439 g,0.355 g,0.112 g,0.217 g,0.202 g,0.301 g,2.910 g,16.00 mg
932,Pie fillings canned apple,100 g,100,0.1g,0,47.00 mg,0.10 g,0,0,0,0,0,0,0,0,0.000 g,0.00 mg
933,Sauce ready-to-serve plum,100 g,184,1g,0,538.00 mg,0.89 g,0,0,0,0,0,0,0,0,0.153 g,0.00 mg
934,Ostrich cooked inside leg,100 g,141,1.9g,73mg,83.00 mg,29.01 g,0.729 g,1.378 g,2.357 g,2.562 g,0.811 g,1.197 g,1.272 g,1.433 g,0.700 g,73.00 mg
935,Gravy mushroom CAMPBELL'S,100 g,34,1.7g,8mg,0,0.00 g,0,0,0,0,0,0,0,0,0.000 g,8.00 mg
936,Snacks smoked beef sticks,100 g,550,50g,133mg,1531.00 mg,21.50 g,0.530 g,0.818 g,1.473 g,1.518 g,0.454 g,0.801 g,0.832 g,0.950 g,20.800 g,133.00 mg
937,Cheese whole milk ricotta,100 g,174,13g,51mg,84.00 mg,11.26 g,0.459 g,0.589 g,1.221 g,1.338 g,0.281 g,0.556 g,0.517 g,0.692 g,8.295 g,51.00 mg
938,SILK French Vanilla Creamer,100 g,133,6.7g,0,67.00 mg,0.00 g,0,0,0,0,0,0,0,0,0.000 g,0.00 mg
939,Bread canned boston brown,100 g,195,1.5g,1mg,631.00 mg,5.20 g,0.128 g,0.186 g,0.350 g,0.156 g,0.092 g,0.233 g,0.162 g,0.233 g,0.282 g,1.00 mg
940,Cheese queso blanco white,100 g,310,24g,70mg,704.00 mg,20.38 g,0,0,0,0,0,0,0,0,13.661 g,70.00 mg
941,Cheese queso fresco fresh,100 g,299,24g,69mg,751.00 mg,18.09 g,0,0,0,0,0,0,0,0,12.940 g,69.00 mg
942,Beverages powder Lemonade,100 g,376,1.1g,0,51.00 mg,0.00 g,0,0,0,0,0,0,0,0,0.151 g,0.00 mg
943,Apricots sweetened frozen,100 g,98,0.1g,0,4.00 mg,0.70 g,0.013 g,0.020 g,0.039 g,0.049 g,0.003 g,0.026 g,0.024 g,0.024 g,0.007 g,0.00 mg
944,Muffins toaster-type corn,100 g,346,11g,13mg,430.00 mg,5.30 g,0.129 g,0.214 g,0.441 g,0.197 g,0.118 g,0.271 g,0.186 g,0.254 g,1.681 g,13.00 mg
945,Tomatoes cooked ripe red,100 g,18,0.1g,0,11.00 mg,0.95 g,0.016 g,0.026 g,0.039 g,0.039 g,0.009 g,0.028 g,0.027 g,0.027 g,0.015 g,0.00 mg
946,Squash raw baby zucchini,100 g,21,0.4g,0,3.00 mg,2.71 g,0.059 g,0.098 g,0.159 g,0.151 g,0.039 g,0.096 g,0.066 g,0.123 g,0.083 g,0.00 mg
